technique,technique_label,threshold,TP,FP,FN,IGNORED,GT,detections,precision,recall,sensitivity,F1,F2,fp_per_image
nms,NMS,0.1684207750844966,232,473,18,39,250,744,0.32907801418439714,0.928,0.928,0.48586387434554973,0.6803519061583578,1.962655601659751
nms,NMS,0.16629365573914046,232,476,18,39,250,747,0.327683615819209,0.928,0.928,0.4843423799582463,0.6791569086651054,1.9751037344398341
nms,NMS,0.16384170371222018,233,479,17,39,250,751,0.32724719101123595,0.932,0.932,0.48440748440748443,0.6804906542056074,1.987551867219917
nms,NMS,0.1622462998488556,233,483,17,39,250,755,0.3254189944134078,0.932,0.932,0.4824016563146998,0.678904428904429,2.004149377593361
nms,NMS,0.16086711688751665,233,486,17,40,250,759,0.3240611961057024,0.932,0.932,0.4809081527347781,0.6777196044211752,2.016597510373444
nms,NMS,0.15945985513738972,233,490,17,40,250,763,0.32226832641770403,0.932,0.932,0.4789311408016444,0.6761462565293093,2.033195020746888
nms,NMS,0.15827461906566048,233,494,17,40,250,767,0.3204951856946355,0.932,0.932,0.47697031729785055,0.6745801968731905,2.0497925311203318
nms,NMS,0.15666097060780104,233,498,17,40,250,771,0.31874145006839943,0.932,0.932,0.4750254841997961,0.6730213749277874,2.066390041493776
nms,NMS,0.15513785089144025,234,501,16,40,250,775,0.3183673469387755,0.936,0.936,0.4751269035532995,0.6743515850144092,2.078838174273859
nms,NMS,0.15373255458261312,235,503,15,41,250,779,0.31842818428184283,0.94,0.94,0.47570850202429155,0.6760644418872267,2.087136929460581
nms,NMS,0.1519111338521307,235,507,15,41,250,783,0.316711590296496,0.94,0.94,0.47379032258064524,0.67451205510907,2.103734439834025
nms,NMS,0.150169004146444,235,510,15,42,250,787,0.31543624161073824,0.94,0.94,0.4723618090452262,0.673352435530086,2.116182572614108
nms,NMS,0.14959471625911053,235,514,15,42,250,791,0.3137516688918558,0.94,0.94,0.47047047047047047,0.6718124642652944,2.132780082987552
nms,NMS,0.1488700160169496,236,516,14,42,250,794,0.31382978723404253,0.944,0.944,0.47105788423153694,0.6735159817351598,2.141078838174274
nms,NMS,0.14801862810848235,236,520,14,42,250,798,0.31216931216931215,0.944,0.944,0.4691848906560636,0.671981776765376,2.1576763485477177
nms,NMS,0.14716711090750506,236,525,14,42,250,803,0.31011826544021026,0.944,0.944,0.466864490603363,0.6700738216922203,2.1784232365145226
nms,NMS,0.14608359351422953,236,528,14,42,250,806,0.3089005235602094,0.944,0.944,0.46548323471400394,0.6689342403628118,2.190871369294606
nms,NMS,0.14459384252569357,236,531,14,43,250,810,0.3076923076923077,0.944,0.944,0.46411012782694194,0.6677985285795133,2.203319502074689
nms,NMS,0.1428563938005594,236,535,14,43,250,814,0.30609597924773024,0.944,0.944,0.4622918707149853,0.6662902315076228,2.219917012448133
nms,NMS,0.14134686392949564,236,539,14,43,250,818,0.30451612903225805,0.944,0.944,0.46048780487804875,0.6647887323943662,2.236514522821577
nms,NMS,0.14061491710497495,236,543,14,43,250,822,0.3029525032092426,0.944,0.944,0.45869776482021374,0.6632939853850478,2.2531120331950207
nms,NMS,0.13871726117228772,236,547,14,43,250,826,0.30140485312899107,0.944,0.944,0.4569215876089061,0.6618059450364554,2.2697095435684647
nms,NMS,0.13718116791002558,236,550,14,44,250,830,0.30025445292620867,0.944,0.944,0.4555984555984555,0.6606942889137738,2.2821576763485476
nms,NMS,0.13499175889661594,236,553,14,44,250,833,0.2991128010139417,0.944,0.944,0.4542829643888355,0.6595863610955841,2.2946058091286305
nms,NMS,0.13199126417409374,236,557,14,44,250,837,0.29760403530895335,0.944,0.944,0.45254074784276127,0.6581148912437256,2.3112033195020745
nms,NMS,0.12979198655171062,236,561,14,44,250,841,0.2961104140526976,0.944,0.944,0.4508118433619866,0.6566499721758486,2.327800829875519
nms,NMS,0.12938119331093312,236,564,14,45,250,845,0.295,0.944,0.944,0.4495238095238095,0.6555555555555556,2.340248962655602
nms,NMS,0.12720602616369794,236,568,14,45,250,849,0.2935323383084577,0.944,0.944,0.44781783681214427,0.6541019955654102,2.3568464730290457
nms,NMS,0.12661143611561504,236,572,14,45,250,853,0.29207920792079206,0.944,0.944,0.4461247637051039,0.6526548672566371,2.3734439834024896
nms,NMS,0.1242328260688179,236,575,14,45,250,856,0.2909987669543773,0.944,0.944,0.4448633364750235,0.6515737161789068,2.3858921161825726
nms,NMS,0.12211976894837664,236,579,14,45,250,860,0.28957055214723926,0.944,0.944,0.44319248826291074,0.6501377410468321,2.4024896265560165
nms,NMS,0.12100543909144133,236,581,14,46,250,863,0.28886168910648713,0.944,0.944,0.44236176194939075,0.6494221243808476,2.4107883817427385
nms,NMS,0.12005739034311137,236,584,14,46,250,866,0.28780487804878047,0.944,0.944,0.4411214953271027,0.6483516483516483,2.4232365145228214
nms,NMS,0.11827385519521827,236,588,14,46,250,870,0.28640776699029125,0.944,0.944,0.43947858472998136,0.6469298245614035,2.4398340248962658
nms,NMS,0.11621491077936448,236,592,14,46,250,874,0.28502415458937197,0.944,0.944,0.437847866419295,0.6455142231947484,2.4564315352697097
nms,NMS,0.11552853255621211,236,596,14,46,250,878,0.28365384615384615,0.944,0.944,0.4362292051756007,0.6441048034934498,2.4730290456431536
nms,NMS,0.11405554942037177,236,600,14,46,250,882,0.2822966507177033,0.944,0.944,0.434622467771639,0.6427015250544661,2.4896265560165975
nms,NMS,0.11289296205574267,236,603,14,46,250,885,0.28128724672228844,0.944,0.944,0.433425160697888,0.641653072321914,2.5020746887966805
nms,NMS,0.11024461527450265,236,608,14,46,250,890,0.2796208530805687,0.944,0.944,0.4314442413162705,0.6399132321041214,2.5228215767634854
nms,NMS,0.10969871698113241,236,611,14,46,250,893,0.27863046044864226,0.944,0.944,0.43026435733819507,0.6388738494856524,2.5352697095435683
nms,NMS,0.10858969814502056,237,613,13,47,250,897,0.2788235294117647,0.948,0.948,0.43090909090909085,0.6405405405405405,2.5435684647302903
nms,NMS,0.1075319340129953,237,616,13,47,250,900,0.27784290738569756,0.948,0.948,0.4297370806890299,0.6395035078251484,2.5560165975103732
nms,NMS,0.10596648334823143,237,620,13,47,250,904,0.2765460910151692,0.948,0.948,0.4281842818428185,0.6381260096930532,2.5726141078838176
nms,NMS,0.10404177546364096,237,623,13,48,250,908,0.2755813953488372,0.948,0.948,0.42702702702702705,0.6370967741935483,2.5850622406639006
nms,NMS,0.10282121515221958,237,627,13,48,250,912,0.2743055555555556,0.948,0.948,0.4254937163375225,0.6357296137339056,2.6016597510373445
nms,NMS,0.1021037560527885,237,631,13,48,250,916,0.2730414746543779,0.948,0.948,0.42397137745974955,0.6343683083511776,2.6182572614107884
nms,NMS,0.10158688688622576,237,634,13,48,250,919,0.27210103329506313,0.948,0.948,0.42283675289919714,0.6333511491181185,2.6307053941908713
nms,NMS,0.10084886574116965,237,637,13,48,250,922,0.2711670480549199,0.948,0.948,0.42170818505338076,0.6323372465314836,2.6431535269709543
nms,NMS,0.10017108698445694,237,641,13,48,250,926,0.26993166287015946,0.948,0.948,0.4202127659574469,0.6309904153354632,2.659751037344398
nms,NMS,0.09862630707139178,237,645,13,48,250,930,0.2687074829931973,0.948,0.948,0.4187279151943464,0.6296493092454835,2.676348547717842
nms,NMS,0.09750160566245124,237,649,13,48,250,934,0.26749435665914223,0.948,0.948,0.4172535211267605,0.6283138918345706,2.6929460580912865
nms,NMS,0.09666091272640905,237,653,13,48,250,938,0.2662921348314607,0.948,0.948,0.41578947368421054,0.6269841269841269,2.7095435684647304
nms,NMS,0.09580697184456152,237,657,13,48,250,942,0.2651006711409396,0.948,0.948,0.4143356643356643,0.6256599788806758,2.7261410788381744
nms,NMS,0.09509273291344786,237,661,13,48,250,946,0.2639198218262806,0.948,0.948,0.41289198606271776,0.6243414120126448,2.7427385892116183
nms,NMS,0.09406386813902284,238,663,12,49,250,950,0.2641509433962264,0.952,0.952,0.4135534317984361,0.6259863229879011,2.7510373443983402
nms,NMS,0.0929215068486138,238,667,12,49,250,954,0.26298342541436465,0.952,0.952,0.41212121212121217,0.6246719160104988,2.767634854771784
nms,NMS,0.0924018885421651,238,669,12,49,250,956,0.2624035281146637,0.952,0.952,0.41140881590319794,0.6240167802831672,2.775933609958506
nms,NMS,0.0917853618167636,238,672,12,50,250,960,0.26153846153846155,0.952,0.952,0.41034482758620694,0.6230366492146596,2.788381742738589
nms,NMS,0.09095173259136431,238,676,12,50,250,964,0.2603938730853392,0.952,0.952,0.40893470790378006,0.6217345872518286,2.804979253112033
nms,NMS,0.09022263473964007,238,680,12,50,250,968,0.25925925925925924,0.952,0.952,0.40753424657534243,0.6204379562043796,2.8215767634854774
nms,NMS,0.0892084973549151,238,684,12,50,250,972,0.25813449023861174,0.952,0.952,0.4061433447098976,0.619146722164412,2.8381742738589213
nms,NMS,0.08854660768382085,238,688,12,50,250,976,0.2570194384449244,0.952,0.952,0.40476190476190477,0.6178608515057114,2.854771784232365
nms,NMS,0.08790171228596713,238,692,12,50,250,980,0.25591397849462366,0.952,0.952,0.4033898305084746,0.616580310880829,2.871369294605809
nms,NMS,0.08735576710775111,238,695,12,50,250,983,0.25509110396570206,0.952,0.952,0.40236686390532544,0.6156233833419554,2.883817427385892
nms,NMS,0.08671904006631112,238,699,12,50,250,987,0.25400213447171827,0.952,0.952,0.401010951979781,0.614352090862158,2.900414937759336
nms,NMS,0.08633164316128347,238,703,12,50,250,991,0.25292242295430395,0.952,0.952,0.39966414777497905,0.613086038124678,2.91701244813278
nms,NMS,0.08571698868066834,238,707,12,50,250,995,0.2518518518518518,0.952,0.952,0.398326359832636,0.6118251928020565,2.933609958506224
nms,NMS,0.08541662150356552,238,711,12,50,250,999,0.2507903055848261,0.952,0.952,0.3969974979149291,0.6105695228322217,2.9502074688796682
nms,NMS,0.08495123316821156,238,715,12,50,250,1003,0.2497376705141658,0.952,0.952,0.39567747298420614,0.6093189964157706,2.966804979253112
nms,NMS,0.08423419766362564,238,719,12,50,250,1007,0.24869383490073146,0.952,0.952,0.39436619718309857,0.6080735820132855,2.983402489626556
nms,NMS,0.08346736310577801,238,723,12,50,250,1011,0.24765868886576484,0.952,0.952,0.3930635838150289,0.6068332483426824,3.0
nms,NMS,0.08310886740999408,238,727,12,50,250,1015,0.24663212435233162,0.952,0.952,0.39176954732510294,0.6055979643765903,3.016597510373444
nms,NMS,0.08273804662985673,238,731,12,50,250,1019,0.24561403508771928,0.952,0.952,0.39048400328137817,0.6043676993397663,3.033195020746888
nms,NMS,0.08223829966176656,239,734,11,50,250,1023,0.24563206577595068,0.956,0.956,0.3908421913327882,0.6056766345666498,3.045643153526971
nms,NMS,0.08186869292933376,239,738,11,50,250,1027,0.24462640736949848,0.956,0.956,0.3895680521597392,0.6044511886697015,3.0622406639004147
nms,NMS,0.08149080719281591,239,742,11,50,250,1031,0.2436289500509684,0.956,0.956,0.38830219333874905,0.603230691569914,3.078838174273859
nms,NMS,0.08118707467141274,240,745,10,50,250,1035,0.2436548223350254,0.96,0.96,0.388663967611336,0.6045340050377834,3.091286307053942
nms,NMS,0.08080352229685199,240,749,10,50,250,1039,0.24266936299292213,0.96,0.96,0.387409200968523,0.6033182503770739,3.107883817427386
nms,NMS,0.08022680195465476,240,753,10,50,250,1043,0.24169184290030213,0.96,0.96,0.38616251005631536,0.6021073758153538,3.12448132780083
nms,NMS,0.07945044206379959,240,757,10,50,250,1047,0.24072216649949849,0.96,0.96,0.38492381716118684,0.600901352028042,3.141078838174274
nms,NMS,0.07897690829499955,240,761,10,50,250,1051,0.23976023976023977,0.96,0.96,0.38369304556354916,0.5997001499250375,3.1576763485477177
nms,NMS,0.0787428617774416,240,765,10,50,250,1055,0.23880597014925373,0.96,0.96,0.3824701195219123,0.598503740648379,3.1742738589211617
nms,NMS,0.07840087616298945,240,769,10,50,250,1059,0.23785926660059464,0.96,0.96,0.38125496425734706,0.5973120955699353,3.190871369294606
nms,NMS,0.07782791771719408,240,772,10,50,250,1062,0.23715415019762845,0.96,0.96,0.3803486529318542,0.5964214711729623,3.203319502074689
nms,NMS,0.07745919023856687,240,777,10,50,250,1067,0.2359882005899705,0.96,0.96,0.3788476716653512,0.5949429846306395,3.224066390041494
nms,NMS,0.07718389589608371,240,781,10,50,250,1071,0.23506366307541626,0.96,0.96,0.3776553894571204,0.5937654626422563,3.240663900414938
nms,NMS,0.07673606730787592,240,785,10,50,250,1075,0.23414634146341465,0.96,0.96,0.37647058823529417,0.5925925925925927,3.2572614107883817
nms,NMS,0.07648370278936688,240,789,10,50,250,1079,0.23323615160349853,0.96,0.96,0.3752931978107897,0.5914243469689502,3.2738589211618256
nms,NMS,0.0761627372902051,240,793,10,50,250,1083,0.23233301064859632,0.96,0.96,0.37412314886983633,0.5902606984751597,3.2904564315352696
nms,NMS,0.0758825304806107,240,797,10,50,250,1087,0.23143683702989393,0.96,0.96,0.372960372960373,0.5891016200294551,3.3070539419087135
nms,NMS,0.07552039181498672,240,801,10,50,250,1091,0.23054755043227665,0.96,0.96,0.3718048024786987,0.5879470847623713,3.323651452282158
nms,NMS,0.07518205175470834,240,805,10,50,250,1095,0.22966507177033493,0.96,0.96,0.37065637065637064,0.58679706601467,3.340248962655602
nms,NMS,0.07511634852570838,240,809,10,50,250,1099,0.22878932316491898,0.96,0.96,0.3695150115473441,0.5856515373352855,3.3568464730290457
nms,NMS,0.0747171662581452,240,813,10,50,250,1103,0.22792022792022792,0.96,0.96,0.3683806600153492,0.5845104724792985,3.3734439834024896
nms,NMS,0.07453039300595236,240,817,10,50,250,1107,0.22705771050141912,0.96,0.96,0.36725325172149964,0.5833738454059311,3.3900414937759336
nms,NMS,0.07405653554999769,240,821,10,50,250,1111,0.22620169651272384,0.96,0.96,0.36613272311212813,0.5822416302765648,3.4066390041493775
nms,NMS,0.07377301748387546,240,825,10,50,250,1115,0.22535211267605634,0.96,0.96,0.3650190114068441,0.5811138014527846,3.4232365145228214
nms,NMS,0.07330190373382148,240,829,10,50,250,1119,0.2245088868101029,0.96,0.96,0.3639120545868082,0.5799903334944417,3.4398340248962658
nms,NMS,0.0730444563824584,240,833,10,50,250,1123,0.22367194780987884,0.96,0.96,0.36281179138322,0.5788712011577424,3.4564315352697097
nms,NMS,0.07268157443408539,240,837,10,50,250,1127,0.22284122562674094,0.96,0.96,0.3617181612660136,0.5777563793933559,3.4730290456431536
nms,NMS,0.07218760574549193,240,841,10,50,250,1131,0.22201665124884365,0.96,0.96,0.3606311044327573,0.5766458433445458,3.4896265560165975
nms,NMS,0.07182112309963613,240,844,10,50,250,1134,0.22140221402214022,0.96,0.96,0.35982008995502246,0.5758157389635317,3.5020746887966805
nms,NMS,0.0716993179423652,240,847,10,50,250,1137,0.22079116835326587,0.96,0.96,0.3590127150336574,0.5749880210828942,3.5145228215767634
nms,NMS,0.07096275072077193,240,851,10,50,250,1141,0.21998166819431714,0.96,0.96,0.35794183445190153,0.5738880918220947,3.5311203319502074
nms,NMS,0.07066661957182366,240,855,10,50,250,1145,0.2191780821917808,0.96,0.96,0.35687732342007433,0.5727923627684964,3.5477178423236513
nms,NMS,0.07043605256497543,240,859,10,50,250,1149,0.2183803457688808,0.96,0.96,0.35581912527798365,0.5717008099094808,3.5643153526970957
nms,NMS,0.0702433391861515,240,863,10,50,250,1153,0.21758839528558477,0.96,0.96,0.35476718403547675,0.5706134094151213,3.5809128630705396
nms,NMS,0.07004208722149277,240,867,10,50,250,1157,0.21680216802168023,0.96,0.96,0.3537214443625645,0.56953013763645,3.5975103734439835
nms,NMS,0.0694954065125084,240,871,10,50,250,1161,0.21602160216021601,0.96,0.96,0.3526818515797208,0.5684509711037423,3.6141078838174274
nms,NMS,0.0690011503105939,240,874,10,51,250,1165,0.21543985637342908,0.96,0.96,0.3519061583577713,0.5676442762535477,3.6265560165975104
nms,NMS,0.06836011136734338,240,878,10,51,250,1169,0.2146690518783542,0.96,0.96,0.3508771929824561,0.56657223796034,3.6431535269709543
nms,NMS,0.06794046878480309,240,882,10,51,250,1173,0.21390374331550802,0.96,0.96,0.3498542274052478,0.5655042412818098,3.659751037344398
nms,NMS,0.06776306314090459,240,886,10,51,250,1177,0.21314387211367672,0.96,0.96,0.3488372093023256,0.5644402634054563,3.676348547717842
nms,NMS,0.06724731258593761,240,890,10,51,250,1181,0.21238938053097345,0.96,0.96,0.3478260869565218,0.5633802816901408,3.6929460580912865
nms,NMS,0.06691230627363982,240,894,10,51,250,1185,0.21164021164021163,0.96,0.96,0.3468208092485549,0.5623242736644798,3.7095435684647304
nms,NMS,0.06652431189198107,240,898,10,51,250,1189,0.210896309314587,0.96,0.96,0.345821325648415,0.5612722170252571,3.7261410788381744
nms,NMS,0.06607077132417803,240,902,10,51,250,1193,0.21015761821366025,0.96,0.96,0.3448275862068966,0.5602240896358543,3.7427385892116183
nms,NMS,0.06541272502434975,240,906,10,51,250,1197,0.2094240837696335,0.96,0.96,0.3438395415472779,0.5591798695246971,3.759336099585062
nms,NMS,0.06480804750176877,240,910,10,51,250,1201,0.20869565217391303,0.96,0.96,0.34285714285714286,0.5581395348837208,3.775933609958506
nms,NMS,0.064383354632179,240,914,10,51,250,1205,0.20797227036395147,0.96,0.96,0.3418803418803419,0.5571030640668523,3.79253112033195
nms,NMS,0.064260077294126,240,918,10,51,250,1209,0.20725388601036268,0.96,0.96,0.3409090909090909,0.5560704355885079,3.809128630705394
nms,NMS,0.06386566960942622,240,921,10,51,250,1212,0.20671834625322996,0.96,0.96,0.34018426647767536,0.5552984729291994,3.8215767634854774
nms,NMS,0.06362354534331739,240,925,10,51,250,1216,0.20600858369098712,0.96,0.96,0.3392226148409894,0.5542725173210161,3.8381742738589213
nms,NMS,0.06347505971195644,240,929,10,51,250,1220,0.20530367835757057,0.96,0.96,0.3382663847780127,0.5532503457814661,3.854771784232365
nms,NMS,0.0631527531923635,240,933,10,51,250,1224,0.20460358056265984,0.96,0.96,0.3373155305692199,0.5522319374137138,3.871369294605809
nms,NMS,0.06273948804582517,240,937,10,51,250,1228,0.20390824129141885,0.96,0.96,0.33637000700770847,0.5512172714745063,3.887966804979253
nms,NMS,0.0625347748711414,240,941,10,51,250,1232,0.20321761219305673,0.96,0.96,0.33542976939203356,0.5502063273727648,3.904564315352697
nms,NMS,0.06224068254139801,240,945,10,51,250,1236,0.20253164556962025,0.96,0.96,0.3344947735191638,0.5491990846681923,3.921161825726141
nms,NMS,0.06207581818676637,240,949,10,51,250,1240,0.20185029436501262,0.96,0.96,0.33356497567755383,0.5481955230698949,3.9377593360995853
nms,NMS,0.06181402460116098,240,953,10,51,250,1244,0.20117351215423301,0.96,0.96,0.3326403326403326,0.5471956224350205,3.954356846473029
nms,NMS,0.061475945712262794,240,958,10,51,250,1249,0.2003338898163606,0.96,0.96,0.3314917127071823,0.545950864422202,3.975103734439834
nms,NMS,0.06135077155999528,240,962,10,51,250,1253,0.19966722129783693,0.96,0.96,0.33057851239669417,0.544959128065395,3.991701244813278
nms,NMS,0.06116253458311015,240,966,10,51,250,1257,0.19900497512437812,0.96,0.96,0.32967032967032966,0.543970988213962,4.008298755186722
nms,NMS,0.061073140769062985,240,970,10,51,250,1261,0.19834710743801653,0.96,0.96,0.3287671232876712,0.5429864253393665,4.024896265560166
nms,NMS,0.06093008563104072,240,974,10,51,250,1265,0.19769357495881384,0.96,0.96,0.3278688524590164,0.5420054200542005,4.04149377593361
nms,NMS,0.06079030897923065,240,978,10,51,250,1269,0.19704433497536947,0.96,0.96,0.3269754768392371,0.5410279531109108,4.058091286307054
nms,NMS,0.060653978265465154,240,982,10,51,250,1273,0.19639934533551553,0.96,0.96,0.32608695652173914,0.54005400540054,4.074688796680498
nms,NMS,0.060455058044195396,240,986,10,51,250,1277,0.19575856443719414,0.96,0.96,0.3252032520325203,0.5390835579514824,4.091286307053942
nms,NMS,0.06030284950248029,240,990,10,51,250,1281,0.1951219512195122,0.96,0.96,0.32432432432432434,0.5381165919282511,4.1078838174273855
nms,NMS,0.06012921267773527,240,994,10,51,250,1285,0.19448946515397084,0.96,0.96,0.3234501347708895,0.5371530886302597,4.124481327800829
nms,NMS,0.05996642940711879,240,998,10,51,250,1289,0.1938610662358643,0.96,0.96,0.32258064516129026,0.5361930294906165,4.141078838174274
nms,NMS,0.05983136731722934,240,1001,10,51,250,1292,0.19339242546333602,0.96,0.96,0.3219315895372234,0.535475234270415,4.153526970954357
nms,NMS,0.05971412099823922,240,1005,10,51,250,1296,0.1927710843373494,0.96,0.96,0.3210702341137124,0.5345211581291759,4.170124481327801
nms,NMS,0.059385674435457544,240,1008,10,52,250,1300,0.19230769230769232,0.96,0.96,0.3204272363150868,0.5338078291814946,4.182572614107884
nms,NMS,0.05884278779023296,240,1011,10,52,250,1303,0.19184652278177458,0.96,0.96,0.3197868087941373,0.5330964015992892,4.195020746887967
nms,NMS,0.05832673812812605,240,1015,10,52,250,1307,0.19123505976095617,0.96,0.96,0.31893687707641194,0.5321507760532151,4.211618257261411
nms,NMS,0.05785233401176532,240,1018,10,53,250,1311,0.1907790143084261,0.96,0.96,0.31830238726790455,0.5314437555358724,4.224066390041494
nms,NMS,0.05762693707207568,240,1022,10,53,250,1315,0.1901743264659271,0.96,0.96,0.3174603174603175,0.5305039787798408,4.240663900414938
nms,NMS,0.05722080991092187,240,1026,10,53,250,1319,0.1895734597156398,0.96,0.96,0.316622691292876,0.5295675198587819,4.257261410788382
nms,NMS,0.05701893307355803,240,1030,10,53,250,1323,0.1889763779527559,0.96,0.96,0.31578947368421045,0.5286343612334802,4.273858921161826
nms,NMS,0.056431017274403306,240,1034,10,53,250,1327,0.18838304552590268,0.96,0.96,0.3149606299212599,0.5277044854881267,4.29045643153527
nms,NMS,0.055886717105657804,240,1038,10,53,250,1331,0.18779342723004694,0.96,0.96,0.3141361256544502,0.5267778753292363,4.3070539419087135
nms,NMS,0.05548089080061308,240,1041,10,53,250,1334,0.1873536299765808,0.96,0.96,0.31352057478772044,0.526085050416484,4.319502074688796
nms,NMS,0.05536370581275517,240,1046,10,53,250,1339,0.18662519440124417,0.96,0.96,0.3125,0.5249343832020997,4.340248962655601
nms,NMS,0.05493333265624312,240,1050,10,53,250,1343,0.18604651162790697,0.96,0.96,0.31168831168831174,0.5240174672489083,4.356846473029045
nms,NMS,0.05461078475553541,240,1054,10,53,250,1347,0.18547140649149924,0.96,0.96,0.31088082901554404,0.5231037489102006,4.373443983402489
nms,NMS,0.05414268590310092,240,1058,10,53,250,1351,0.18489984591679506,0.96,0.96,0.31007751937984496,0.5221932114882506,4.390041493775934
nms,NMS,0.05383301828911338,240,1062,10,53,250,1355,0.18433179723502305,0.96,0.96,0.30927835051546393,0.5212858384013901,4.406639004149378
nms,NMS,0.053253573039125784,240,1066,10,53,250,1359,0.18376722817764166,0.96,0.96,0.30848329048843187,0.5203816131830008,4.423236514522822
nms,NMS,0.05296301943276867,240,1070,10,53,250,1363,0.183206106870229,0.96,0.96,0.30769230769230765,0.5194805194805195,4.439834024896266
nms,NMS,0.05195120125429627,240,1073,10,53,250,1366,0.1827875095201828,0.96,0.96,0.3071017274472169,0.5188067444876783,4.452282157676349
nms,NMS,0.05145088878984032,240,1077,10,53,250,1370,0.18223234624145787,0.96,0.96,0.3063178047223995,0.5179110919292188,4.468879668049793
nms,NMS,0.05113802022027849,240,1080,10,53,250,1373,0.18181818181818182,0.96,0.96,0.3057324840764331,0.5172413793103449,4.481327800829876
nms,NMS,0.05085531012485976,240,1082,10,53,250,1375,0.1815431164901664,0.96,0.96,0.30534351145038163,0.5167958656330749,4.4896265560165975
nms,NMS,0.05036842498146779,240,1086,10,53,250,1379,0.18099547511312217,0.96,0.96,0.3045685279187817,0.5159071367153912,4.5062240663900415
nms,NMS,0.049924888635596965,240,1090,10,53,250,1383,0.18045112781954886,0.96,0.96,0.3037974683544304,0.5150214592274678,4.522821576763485
nms,NMS,0.04962174472793214,240,1094,10,53,250,1387,0.17991004497751126,0.96,0.96,0.30303030303030304,0.5141388174807198,4.539419087136929
nms,NMS,0.04918450936954286,240,1098,10,53,250,1391,0.17937219730941703,0.96,0.96,0.30226700251889166,0.5132591958939264,4.556016597510373
nms,NMS,0.04874113570502717,240,1102,10,53,250,1395,0.17883755588673622,0.96,0.96,0.3015075376884422,0.5123825789923143,4.572614107883817
nms,NMS,0.0486038401388365,240,1106,10,53,250,1399,0.17830609212481427,0.96,0.96,0.3007518796992481,0.5115089514066496,4.589211618257261
nms,NMS,0.04843924105609867,240,1110,10,53,250,1403,0.17777777777777778,0.96,0.96,0.3,0.5106382978723404,4.605809128630705
nms,NMS,0.048164987440336766,240,1114,10,53,250,1407,0.17725258493353027,0.96,0.96,0.2992518703241895,0.5097706032285472,4.622406639004149
nms,NMS,0.047965225665336474,240,1118,10,53,250,1411,0.17673048600883653,0.96,0.96,0.2985074626865672,0.5089058524173028,4.639004149377594
nms,NMS,0.04761040676812939,240,1122,10,53,250,1415,0.1762114537444934,0.96,0.96,0.2977667493796526,0.5080440304826418,4.655601659751038
nms,NMS,0.04748199131099201,240,1126,10,53,250,1419,0.17569546120058566,0.96,0.96,0.297029702970297,0.507185122569738,4.672199170124482
nms,NMS,0.047226265658270955,240,1130,10,53,250,1423,0.17518248175182483,0.96,0.96,0.29629629629629634,0.5063291139240507,4.6887966804979255
nms,NMS,0.0468288320076633,240,1135,10,53,250,1428,0.17454545454545456,0.96,0.96,0.29538461538461536,0.5052631578947369,4.70954356846473
nms,NMS,0.04614026899708906,240,1137,10,53,250,1430,0.17429193899782136,0.96,0.96,0.29502151198524895,0.5048380311316786,4.717842323651452
nms,NMS,0.04555148678410979,241,1140,9,53,250,1434,0.17451122375090514,0.964,0.964,0.2955242182709994,0.5060898782024359,4.730290456431535
nms,NMS,0.044772821324339324,241,1143,9,53,250,1437,0.17413294797687862,0.964,0.964,0.29498164014687883,0.5054530201342282,4.742738589211618
nms,NMS,0.044469433739934464,241,1146,9,53,250,1440,0.17375630857966834,0.964,0.964,0.2944410507025046,0.504817762882279,4.755186721991701
nms,NMS,0.04398550218589398,241,1149,9,53,250,1443,0.17338129496402876,0.964,0.964,0.2939024390243902,0.50418410041841,4.767634854771784
nms,NMS,0.04372763902368842,241,1151,9,53,250,1445,0.17313218390804597,0.964,0.964,0.2935444579780755,0.5037625418060201,4.775933609958506
nms,NMS,0.04356771720913312,241,1154,9,53,250,1448,0.17275985663082438,0.964,0.964,0.29300911854103345,0.5031315240083507,4.788381742738589
nms,NMS,0.043395274098467496,241,1158,9,53,250,1452,0.17226590421729807,0.964,0.964,0.29229836264402664,0.5022926219258024,4.804979253112033
nms,NMS,0.04272593623426447,241,1162,9,53,250,1456,0.17177476835352815,0.964,0.964,0.2915910465819721,0.5014565126924677,4.821576763485477
nms,NMS,0.042452102085932815,241,1165,9,54,250,1460,0.17140825035561877,0.964,0.964,0.29106280193236717,0.5008312551953449,4.83402489626556
nms,NMS,0.04219043255287729,241,1168,9,54,250,1463,0.1710432931156849,0.964,0.964,0.29053646775165765,0.5002075550020756,4.846473029045643
nms,NMS,0.041690878260197836,241,1172,9,54,250,1467,0.17055909412597312,0.964,0.964,0.2898376428141912,0.49937836717778694,4.863070539419087
nms,NMS,0.041500432614285494,241,1176,9,54,250,1471,0.17007762879322513,0.964,0.964,0.2891421715656869,0.49855192387256925,4.8796680497925315
nms,NMS,0.041292463042210244,241,1180,9,54,250,1475,0.16959887403237156,0.964,0.964,0.28845002992220226,0.4977282114828583,4.8962655601659755
nms,NMS,0.04100777671327224,241,1184,9,54,250,1479,0.16912280701754387,0.964,0.964,0.2877611940298508,0.49690721649484537,4.912863070539419
nms,NMS,0.0407233864432974,241,1188,9,54,250,1483,0.16864940517844645,0.964,0.964,0.2870756402620608,0.4960889254837381,4.929460580912863
