technique,technique_label,image,label,confidence_score,best_gt_iou,matched_gt_index,reason,roi_id,seed_roi_id,source_roi_ids,x,y,width,height,rank,cum_TP,cum_FP,precision,recall
nms,NMS,1742_0657595114_01_WRI-R2_F009.png,FP,0.5483442284031451,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS1,1,1,272.0,296.0,162.0,114.0,348,195,153,0.5603448275862069,0.78
nms,NMS,1036_0797762719_02_WRI-L2_M013.png,FP,0.5469026708546794,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,1,231.0,505.0,120.0,90.0,349,195,154,0.5587392550143266,0.78
nms,NMS,0818_0571314957_03_WRI-L1_M013.png,TP,0.5441788688901108,0.7834791435164025,0,matched_gt_highest_confidence,NMS1,4,4,280.0,520.0,171.0,120.0,350,196,154,0.56,0.784
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,FP,0.5441760331087488,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS1,11,11,196.0,1035.0,108.0,90.0,351,196,155,0.5584045584045584,0.784
nms,NMS,0589_0821736373_04_WRI-L1_M017.PNG,FP,0.5431146230142427,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,14,14,206.0,376.0,181.0,126.0,352,196,156,0.5568181818181818,0.784
nms,NMS,0536_1142550502_02_WRI-L2_M010.PNG,FP,0.5415072448823357,0.11282968462051153,0,no_gt_match_or_lower_confidence_on_same_gt,NMS1,6,6,154.0,447.0,86.0,90.0,353,196,157,0.5552407932011332,0.784
nms,NMS,5271_0280502789_01_WRI-L2_F004.PNG,FP,0.5393404609231478,0.15598767932960478,0,no_gt_match_or_lower_confidence_on_same_gt,NMS3,1,1,144.0,335.0,102.0,90.0,354,196,158,0.5536723163841808,0.784
nms,NMS,2079_0634378897_01_WRI-R1_M008.PNG,FP,0.5379457288979466,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,1,169.0,408.0,145.0,102.0,355,196,159,0.5521126760563381,0.784
nms,NMS,0066_1261433167_01_WRI-L2_M011.PNG,FP,0.5322481038251083,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,12,12,174.0,282.0,91.0,90.0,356,196,160,0.550561797752809,0.784
nms,NMS,1375_0307850434_02_WRI-L2_M011.PNG,TP,0.5308243850397015,0.5155895946628524,0,matched_gt_highest_confidence,NMS1,1,1,235.0,345.0,156.0,110.0,357,197,160,0.5518207282913166,0.788
nms,NMS,5655_0803422185_01_WRI-R2_F010.png,TP,0.5292351546038027,0.6324057611623872,0,matched_gt_highest_confidence,NMS1,1,1,291.0,325.0,83.0,90.0,358,198,160,0.553072625698324,0.792
nms,NMS,5818_0746899911_02_WRI-L2_M014.PNG,FP,0.5290011763266417,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,2,2,31.0,475.0,110.0,90.0,359,198,161,0.5515320334261838,0.792
nms,NMS,5534_1110536297_02_WRI-L2_M012.PNG,TP,0.5287037809332426,0.5557261314690507,0,matched_gt_highest_confidence,NMS1,8,8,211.0,421.0,91.0,90.0,360,199,161,0.5527777777777778,0.796
nms,NMS,0424_1003218030_03_WRI-R2_M011.PNG,FP,0.5270215894082975,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,1,1,239.0,335.0,122.0,90.0,361,199,162,0.5512465373961218,0.796
nms,NMS,1215_1223424080_01_WRI-L2_F004.PNG,FP,0.5213072748058334,0.12075767546213904,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,3,3,205.0,249.0,146.0,102.0,362,199,163,0.5497237569060773,0.796
nms,NMS,1024_1259124783_04_WRI-L1_F011.PNG,TP,0.5206934402720141,0.7149425073295982,0,matched_gt_highest_confidence,NMS1,2,2,312.0,620.0,132.0,92.0,363,200,163,0.5509641873278237,0.8
nms,NMS,4810_0683178845_02_WRI-L1_M011.PNG,FP,0.5195325158604588,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,2,2,292.0,367.0,152.0,106.0,364,200,164,0.5494505494505495,0.8
nms,NMS,5369_0843630267_04_WRI-L2_M005.PNG,FP,0.5151218279766415,0.18717757929727194,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,3,"3,7",153.0,345.0,103.0,90.0,365,200,165,0.547945205479452,0.8
nms,NMS,0546_0415831661_01_WRI-L2_F011.PNG,FP,0.514470584286604,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,6,6,155.0,238.0,91.0,90.0,366,200,166,0.546448087431694,0.8
nms,NMS,5281_0647811461_02_WRI-L2_F006.PNG,TP,0.5141004686590054,0.5531628931458592,0,matched_gt_highest_confidence,NMS4,6,6,187.0,378.0,91.0,90.0,367,201,166,0.547683923705722,0.804
nms,NMS,0482_0829961405_03_WRI-R2_M012.png,FP,0.5122337225361367,1.283852603541912e-06,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,2,2,253.0,495.0,129.0,90.0,368,201,167,0.5461956521739131,0.804
nms,NMS,0749_0874509515_05_WRI-L2_M005.png,FP,0.5114367428472689,0.11351303149807926,0,no_gt_match_or_lower_confidence_on_same_gt,NMS4,2,2,236.0,441.0,136.0,96.0,369,201,168,0.5447154471544715,0.804
nms,NMS,0422_1294991061_03_WRI-L2_M010.PNG,FP,0.5089371881974118,0.11673657078696419,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,2,2,195.0,453.0,112.0,90.0,370,201,169,0.5432432432432432,0.804
nms,NMS,0791_0965671308_03_WRI-L2_M016.png,FP,0.5076548956402109,0.00348980818706464,0,no_gt_match_or_lower_confidence_on_same_gt,NMS1,1,1,115.0,511.0,141.0,98.0,371,201,170,0.5417789757412399,0.804
nms,NMS,0203_1114068044_01_WRI-L1_M011.png,FP,0.5073240272923923,0.006600055531343372,0,no_gt_match_or_lower_confidence_on_same_gt,NMS7,7,7,419.0,697.0,165.0,116.0,372,201,171,0.5403225806451613,0.804
nms,NMS,1059_1194450089_01_WRI-R2_M006.png,FP,0.5072671419973089,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,5,5,12.0,355.0,11.0,90.0,373,201,172,0.5388739946380697,0.804
nms,NMS,0066_1261433167_01_WRI-L2_M011.PNG,FP,0.5059991807111046,0.11355357767948807,0,no_gt_match_or_lower_confidence_on_same_gt,NMS3,13,13,123.0,559.0,91.0,90.0,374,201,173,0.5374331550802139,0.804
nms,NMS,0038_0774132724_01_WRI-L2_M014.png,FP,0.5,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,3,3,190.0,485.0,82.0,90.0,375,201,174,0.536,0.804
nms,NMS,1375_0307850434_02_WRI-L2_M011.PNG,FP,0.5,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,12,12,454.0,439.0,91.0,90.0,376,201,175,0.5345744680851063,0.804
nms,NMS,4969_0206805790_03_WRI-L2_F010.PNG,FP,0.5,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,2,2,195.0,405.0,105.0,90.0,377,201,176,0.53315649867374,0.804
nms,NMS,5980_0997631883_02_WRI-L1_M011.PNG,FP,0.5,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,4,4,216.0,515.0,99.0,90.0,378,201,177,0.5317460317460317,0.804
nms,NMS,1493_0516110511_02_WRI-L2_F012.PNG,FP,0.49489948867710004,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,13,13,281.0,741.0,72.0,90.0,379,201,178,0.5303430079155673,0.804
nms,NMS,2975_0736302598_03_WRI-R2_M008.PNG,FP,0.49488948081267237,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,8,8,251.0,665.0,80.0,90.0,380,201,179,0.5289473684210526,0.804
nms,NMS,0071_0678614107_01_WRI-R1_F009.png,TP,0.49203554416994233,0.5610363415674094,0,matched_gt_highest_confidence,NMS2,13,13,251.0,621.0,91.0,90.0,381,202,179,0.5301837270341208,0.808
nms,NMS,4896_0657191053_02_WRI-L2_M009.png,FP,0.49053487441969557,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS1,2,2,317.0,343.0,136.0,96.0,382,202,180,0.5287958115183246,0.808
nms,NMS,5534_1110536297_02_WRI-L2_M012.PNG,FP,0.489465906168898,0.029695144875321367,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,2,2,194.0,504.0,86.0,90.0,383,202,181,0.5274151436031331,0.808
nms,NMS,5534_1110536297_02_WRI-L2_M012.PNG,FP,0.48850554087467163,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,3,3,221.0,252.0,163.0,114.0,384,202,182,0.5260416666666666,0.808
nms,NMS,0417_0727766468_03_WRI-R2_F009.png,FP,0.4883960561925658,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,5,5,540.0,334.0,91.0,90.0,385,202,183,0.5246753246753246,0.808
nms,NMS,1020_0255757840_02_WRI-R2_F010.png,FP,0.488261709274371,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,18,18,276.0,247.0,91.0,90.0,386,202,184,0.5233160621761658,0.808
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,TP,0.4832669955877288,0.5342662681666985,1,matched_gt_highest_confidence,NMS3,5,5,407.0,356.0,75.0,90.0,387,203,184,0.524547803617571,0.812
nms,NMS,4936_0635336029_01_WRI-L1_F012.PNG,FP,0.48061830379133164,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,8,8,220.0,279.0,91.0,90.0,388,203,185,0.5231958762886598,0.812
nms,NMS,1342_0844831428_01_WRI-R2_F009.PNG,FP,0.4788987347165872,0.2316081967889747,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,1,198.0,355.0,112.0,90.0,389,203,186,0.5218508997429306,0.812
nms,NMS,1743_0153724007_04_WRI-L2_M008.png,FP,0.47784070385081473,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,2,"2,5",202.0,265.0,100.0,90.0,390,203,187,0.5205128205128206,0.812
nms,NMS,5983_1184814916_01_WRI-L2_M011.png,TP,0.47630748696900116,0.5258497411097097,0,matched_gt_highest_confidence,NMS1,2,2,171.0,485.0,93.0,90.0,391,204,187,0.5217391304347826,0.816
nms,NMS,5664_1006579341_01_WRI-L2_F006.png,TP,0.47451718353014366,0.5548462979473207,0,matched_gt_highest_confidence,NMS2,7,7,144.0,440.0,61.0,90.0,392,205,187,0.5229591836734694,0.82
nms,NMS,0066_1261433167_01_WRI-L2_M011.PNG,TP,0.4722750212669511,0.6511411632049715,0,matched_gt_highest_confidence,NMS4,2,2,131.0,497.0,150.0,106.0,393,206,187,0.5241730279898219,0.824
nms,NMS,0203_1114068044_01_WRI-L1_M011.png,FP,0.4715447452772652,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,4,4,469.0,342.0,179.0,126.0,394,206,188,0.5228426395939086,0.824
nms,NMS,4951_0422842172_04_WRI-R2_M015.PNG,FP,0.47029820017497975,0.25068925061412767,0,no_gt_match_or_lower_confidence_on_same_gt,NMS1,3,3,265.0,516.0,91.0,90.0,395,206,189,0.5215189873417722,0.824
nms,NMS,5733_0388429441_01_WRI-L2_M015.png,TP,0.4699916582247958,0.5100426786189034,0,matched_gt_highest_confidence,NMS2,2,2,264.0,407.0,181.0,126.0,396,207,189,0.5227272727272727,0.828
nms,NMS,1024_1259124783_04_WRI-L1_F011.PNG,FP,0.4684511198879341,0.06617680864381408,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,1,330.0,711.0,112.0,90.0,397,207,190,0.5214105793450882,0.828
nms,NMS,0844_1081550705_01_WRI-R2_F011.PNG,TP,0.4682401088928594,0.7105284358710284,0,matched_gt_highest_confidence,NMS2,1,1,205.0,435.0,128.0,90.0,398,208,190,0.5226130653266332,0.832
nms,NMS,0126_0816183836_01_WRI-L2_F008.png,FP,0.46511230973512735,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,3,3,213.0,295.0,94.0,90.0,399,208,191,0.5213032581453634,0.832
nms,NMS,0133_0281744417_01_WRI-R2_M014.png,FP,0.464126156811972,0.1525729032147169,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,4,4,266.0,516.0,153.0,108.0,400,208,192,0.52,0.832
nms,NMS,1742_0657595114_01_WRI-R2_F009.png,TP,0.4614202075380372,0.5550100370621965,0,matched_gt_highest_confidence,NMS2,11,11,306.0,454.0,91.0,90.0,401,209,192,0.5211970074812967,0.836
nms,NMS,5533_1116362310_04_WRI-R2_F010.png,FP,0.45974359536160075,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,2,2,224.0,721.0,141.0,98.0,402,209,193,0.5199004975124378,0.836
nms,NMS,0490_0671128517_01_WRI-R1_F012.PNG,FP,0.458578557093499,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,5,5,257.0,1035.0,124.0,90.0,403,209,194,0.5186104218362283,0.836
nms,NMS,0422_1296201520_04_WRI-L1_M010.PNG,FP,0.45516166344699743,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,9,9,514.0,329.0,7.0,90.0,404,209,195,0.5173267326732673,0.836
nms,NMS,5144_0421025634_01_WRI-R2_M013.PNG,FP,0.45379914507695296,0.02516946763071928,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,6,6,251.0,595.0,93.0,90.0,405,209,196,0.5160493827160494,0.836
nms,NMS,0422_1296201520_04_WRI-L1_M010.PNG,FP,0.4537719605041309,0.14193683401865506,0,no_gt_match_or_lower_confidence_on_same_gt,NMS5,18,18,260.0,691.0,91.0,90.0,406,209,197,0.5147783251231527,0.836
nms,NMS,4896_0657191053_02_WRI-L2_M009.png,FP,0.4537528337651344,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,1,452.0,312.0,141.0,98.0,407,209,198,0.5135135135135135,0.836
nms,NMS,1646_0358595502_04_WRI-R1_M007.png,TP,0.4533266485317068,0.715911013197527,1,matched_gt_highest_confidence,NMS2,7,"7,3",290.0,411.0,70.0,90.0,408,210,198,0.5147058823529411,0.84
nms,NMS,2880_0995256867_02_WRI-R2_M010.png,FP,0.45140542165884057,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,1,1,447.0,505.0,115.0,90.0,409,210,199,0.5134474327628362,0.84
nms,NMS,5238_0561586292_02_WRI-L2_F006.PNG,FP,0.45073610860147045,0.040399549924895216,0,no_gt_match_or_lower_confidence_on_same_gt,NMS1,4,4,174.0,334.0,107.0,90.0,410,210,200,0.5121951219512195,0.84
nms,NMS,1280_0847425934_01_WRI-R2_F016.png,FP,0.45007410144522864,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,1,203.0,285.0,128.0,90.0,411,210,201,0.5109489051094891,0.84
nms,NMS,1563_0496123113_02_WRI-L1_M011.png,FP,0.4486452818124144,0.02274602367513771,0,no_gt_match_or_lower_confidence_on_same_gt,NMS3,16,16,352.0,525.0,91.0,90.0,412,210,202,0.5097087378640777,0.84
nms,NMS,1493_0516110451_02_WRI-L1_F012.PNG,FP,0.44838945172382394,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,6,6,241.0,525.0,100.0,90.0,413,210,203,0.5084745762711864,0.84
nms,NMS,0562_1096729807_01_WRI-R1_F007.png,FP,0.44655115036405,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,10,10,272.0,214.0,93.0,90.0,414,210,204,0.5072463768115942,0.84
nms,NMS,4671_1037664684_01_WRI-R1_F009.PNG,FP,0.44575227452867533,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,1,237.0,498.0,110.0,90.0,415,210,205,0.5060240963855421,0.84
nms,NMS,0844_1081550705_01_WRI-R2_F011.PNG,FP,0.4452810355063654,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,7,7,206.0,220.0,91.0,90.0,416,210,206,0.5048076923076923,0.84
nms,NMS,0038_0774132724_01_WRI-L2_M014.png,FP,0.44468979393649866,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,2,2,191.0,605.0,82.0,90.0,417,210,207,0.5035971223021583,0.84
nms,NMS,0869_0615436364_02_WRI-R2_M016.PNG,FP,0.4433679516069179,0.11128901113070383,0,no_gt_match_or_lower_confidence_on_same_gt,NMS3,4,4,346.0,374.0,131.0,92.0,418,210,208,0.5023923444976076,0.84
nms,NMS,5355_0294185816_01_WRI-L2_M009.png,FP,0.4429357261043697,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,2,"2,9",169.0,348.0,146.0,102.0,419,210,209,0.5011933174224343,0.84
nms,NMS,4949_0969499613_03_WRI-R2_M006.png,TP,0.44279296776609145,0.8750601478306551,0,matched_gt_highest_confidence,NMS1,7,7,259.0,295.0,113.0,90.0,420,211,209,0.5023809523809524,0.844
nms,NMS,5474_0881416362_05_WRI-R2_M005.PNG,FP,0.44274934861710763,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,5,5,462.0,679.0,30.0,90.0,421,211,210,0.501187648456057,0.844
nms,NMS,0507_1135294951_01_WRI-L2_M015.PNG,FP,0.441453226117884,0.04280880378265681,0,no_gt_match_or_lower_confidence_on_same_gt,NMS3,2,2,248.0,555.0,120.0,90.0,422,211,211,0.5,0.844
nms,NMS,4969_0206805790_03_WRI-L2_F010.PNG,FP,0.44121038955475544,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,9,9,202.0,350.0,91.0,90.0,423,211,212,0.4988179669030733,0.844
nms,NMS,5980_0997631883_02_WRI-L1_M011.PNG,FP,0.44034742523023107,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,12,12,279.0,176.0,91.0,90.0,424,211,213,0.49764150943396224,0.844
nms,NMS,0522_0599819429_01_WRI-R2_M008.png,TP,0.43954689694395815,0.5373493187587628,0,matched_gt_highest_confidence,NMS2,5,5,128.0,408.0,78.0,90.0,425,212,213,0.4988235294117647,0.848
nms,NMS,0038_0774132724_01_WRI-L2_M014.png,FP,0.4384421971555055,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,8,8,198.0,695.0,83.0,90.0,426,212,214,0.49765258215962443,0.848
nms,NMS,0239_0828414004_02_WRI-L2_M009.PNG,FP,0.43723747407913904,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,7,7,303.0,314.0,161.0,112.0,427,212,215,0.4964871194379391,0.848
nms,NMS,4661_0405082997_01_WRI-L1_M002.png,TP,0.4371159763239447,0.5031423845260717,0,matched_gt_highest_confidence,NMS1,1,1,190.0,353.0,116.0,94.0,428,213,215,0.4976635514018692,0.852
nms,NMS,0038_0774132724_01_WRI-L2_M014.png,TP,0.43686529722390854,0.5008094747243039,0,matched_gt_highest_confidence,NMS5,6,"6,1,5",166.0,354.0,91.0,90.0,429,214,215,0.4988344988344988,0.856
nms,NMS,2458_0430068033_05_WRI-L2_M009.PNG,FP,0.43577834252474473,0.19966266799131324,0,no_gt_match_or_lower_confidence_on_same_gt,NMS3,6,6,265.0,640.0,139.0,98.0,430,214,216,0.49767441860465117,0.856
nms,NMS,0536_1142550502_02_WRI-L2_M010.PNG,TP,0.4343749095648098,0.5290846557136948,0,matched_gt_highest_confidence,NMS2,1,1,147.0,405.0,115.0,90.0,431,215,216,0.4988399071925754,0.86
nms,NMS,1646_0358595502_04_WRI-R1_M007.png,FP,0.4295186538418547,0.14016327459800257,1,no_gt_match_or_lower_confidence_on_same_gt,NMS3,2,2,302.0,347.0,60.0,90.0,432,215,217,0.4976851851851852,0.86
nms,NMS,4886_0345385374_03_WRI-L1_F009.PNG,FP,0.4290708116953139,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,5,5,335.0,935.0,78.0,90.0,433,215,218,0.49653579676674364,0.86
nms,NMS,5357_0717952874_05_WRI-R2_M013.PNG,FP,0.42876349879862613,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,12,12,360.0,614.0,137.0,96.0,434,215,219,0.49539170506912444,0.86
nms,NMS,4627_0260405716_03_WRI-L2_M008.PNG,TP,0.4287077239425273,0.5922308731544567,0,matched_gt_highest_confidence,NMS2,3,3,243.0,357.0,73.0,90.0,435,216,219,0.496551724137931,0.864
nms,NMS,0417_0727170640_02_WRI-R1_F009.PNG,FP,0.42744559991633374,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,1,"1,9",170.0,321.0,141.0,98.0,436,216,220,0.4954128440366973,0.864
nms,NMS,0536_1142550502_02_WRI-L2_M010.PNG,FP,0.4274149009009989,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,2,2,148.0,515.0,80.0,90.0,437,216,221,0.494279176201373,0.864
nms,NMS,6064_0993979697_01_WRI-R1_M004.PNG,FP,0.42504597123148546,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,2,2,317.0,385.0,77.0,90.0,438,216,222,0.4931506849315068,0.864
nms,NMS,2602_0745106729_06_WRI-L2_M014.png,FP,0.4247872206289983,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,4,4,127.0,455.0,95.0,90.0,439,216,223,0.4920273348519362,0.864
nms,NMS,2660_0622346450_03_WRI-R1_M013.png,FP,0.4243485161988145,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,12,12,156.0,492.0,91.0,90.0,440,216,224,0.4909090909090909,0.864
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,FP,0.4240090076075881,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,8,8,205.0,606.0,89.0,90.0,441,216,225,0.4897959183673469,0.864
nms,NMS,5983_1184814878_01_WRI-L1_M011.png,FP,0.4226182543182336,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,14,14,129.0,582.0,49.0,90.0,442,216,226,0.48868778280542985,0.864
nms,NMS,4551_0708641747_01_WRI-L1_M008.png,FP,0.4211820312752492,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,4,4,280.0,605.0,80.0,90.0,443,216,227,0.48758465011286684,0.864
nms,NMS,5382_1158198931_01_WRI-R1_M012.png,FP,0.4202704739561183,0.11926861442458943,0,no_gt_match_or_lower_confidence_on_same_gt,NMS3,4,4,194.0,535.0,117.0,90.0,444,216,228,0.4864864864864865,0.864
nms,NMS,4951_0422842172_04_WRI-R2_M015.PNG,FP,0.41952145255977435,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,4,4,261.0,243.0,91.0,90.0,445,216,229,0.4853932584269663,0.864
nms,NMS,1860_0668647760_02_WRI-R1_M010.png,FP,0.4189167255675414,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,1,1,165.0,372.0,128.0,90.0,446,216,230,0.484304932735426,0.864
nms,NMS,0490_0671128517_01_WRI-R1_F012.PNG,FP,0.41784121711716316,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,8,8,246.0,935.0,81.0,90.0,447,216,231,0.48322147651006714,0.864
nms,NMS,0641_0946080010_02_WRI-R2_F012.png,FP,0.41767431434125385,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,7,7,297.0,349.0,91.0,90.0,448,216,232,0.48214285714285715,0.864
nms,NMS,1392_0677451986_01_WRI-R2_M017.png,FP,0.4153690344138991,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,5,5,376.0,825.0,131.0,92.0,449,216,233,0.48106904231625836,0.864
nms,NMS,5466_1178121802_02_WRI-L2_M013.png,FP,0.4143817720993749,0.27187570505536346,0,no_gt_match_or_lower_confidence_on_same_gt,NMS4,2,2,196.0,655.0,103.0,90.0,450,216,234,0.48,0.864
nms,NMS,0589_0821736373_04_WRI-L1_M017.PNG,FP,0.41169560630848967,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,1,1,124.0,729.0,143.0,100.0,451,216,235,0.4789356984478936,0.864
nms,NMS,0490_0671128517_01_WRI-R1_F012.PNG,FP,0.41116590046672113,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,10,10,211.0,645.0,93.0,90.0,452,216,236,0.4778761061946903,0.864
nms,NMS,5247_0625408586_02_WRI-L2_F008.png,FP,0.4105007451696686,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,18,18,377.0,397.0,85.0,90.0,453,216,237,0.4768211920529801,0.864
nms,NMS,4847_0436558708_02_WRI-L2_M014.png,FP,0.40938221237878103,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,3,"3,7",83.0,475.0,40.0,90.0,454,216,238,0.47577092511013214,0.864
nms,NMS,4820_0744003709_04_WRI-L2_M014.PNG,FP,0.40932940453354594,0.16123268591914267,0,no_gt_match_or_lower_confidence_on_same_gt,NMS3,1,1,121.0,615.0,78.0,90.0,455,216,239,0.4747252747252747,0.864
nms,NMS,0003_0663715782_02_WRI-R2_M011.png,FP,0.40835314822681523,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,13,13,138.0,825.0,39.0,90.0,456,216,240,0.47368421052631576,0.864
nms,NMS,5476_0960726583_01_WRI-R1_M009.png,FP,0.40751008673448313,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,4,4,339.0,455.0,97.0,90.0,457,216,241,0.4726477024070022,0.864
nms,NMS,2602_0745106729_06_WRI-L2_M014.png,FP,0.4066743109113515,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,1,"1,9",106.0,335.0,126.0,90.0,458,216,242,0.47161572052401746,0.864
nms,NMS,1043_0381634738_02_WRI-L2_M001.PNG,TP,0.40627071114862334,0.5421430826474252,0,matched_gt_highest_confidence,NMS1,10,"10,1",238.0,290.0,52.0,90.0,459,217,242,0.47276688453159044,0.868
nms,NMS,4810_0683178845_02_WRI-L1_M011.PNG,FP,0.4057042425646275,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,17,17,554.0,643.0,42.0,90.0,460,217,243,0.4717391304347826,0.868
nms,NMS,5067_1201935013_05_WRI-L1_M014.png,FP,0.40311188508798257,0.15480243822428194,0,no_gt_match_or_lower_confidence_on_same_gt,NMS3,8,8,115.0,442.0,166.0,116.0,461,217,244,0.47071583514099785,0.868
nms,NMS,0546_0415831661_01_WRI-L2_F011.PNG,FP,0.40301844788534424,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,2,2,171.0,263.0,162.0,114.0,462,217,245,0.4696969696969697,0.868
nms,NMS,5067_1201935013_05_WRI-L1_M014.png,FP,0.4005743025398083,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,9,9,121.0,544.0,130.0,92.0,463,217,246,0.468682505399568,0.868
nms,NMS,4726_0968399137_05_WRI-R1_F009.png,FP,0.40049224674882195,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,3,3,159.0,526.0,89.0,90.0,464,217,247,0.4676724137931034,0.868
nms,NMS,1375_0307850434_02_WRI-L2_M011.PNG,FP,0.3996680727316176,0.06926139099558166,0,no_gt_match_or_lower_confidence_on_same_gt,NMS3,6,6,246.0,485.0,105.0,90.0,465,217,248,0.4666666666666667,0.868
nms,NMS,0562_1096729807_01_WRI-R1_F007.png,FP,0.3994369610351397,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,4,"4,8",361.0,401.0,77.0,90.0,466,217,249,0.4656652360515021,0.868
nms,NMS,1493_0516110511_02_WRI-L2_F012.PNG,FP,0.39927819314414703,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,19,19,412.0,582.0,80.0,90.0,467,217,250,0.46466809421841543,0.868
nms,NMS,1743_0153724007_04_WRI-L2_M008.png,TP,0.3989864964292213,0.6501434223307085,0,matched_gt_highest_confidence,NMS3,4,4,163.0,495.0,101.0,90.0,468,218,250,0.4658119658119658,0.872
