technique,technique_label,image,label,confidence_score,best_gt_iou,matched_gt_index,reason,roi_id,seed_roi_id,source_roi_ids,x,y,width,height
nms,NMS,0798_1176968591_01_WRI-L2_M010.PNG,FP,0.248324353137729,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,12,12,89.0,870.0,35.0,90.0
nms,NMS,0798_1176968591_01_WRI-L2_M010.PNG,FP,0.23244250748613907,0.21233203521581143,0,no_gt_match_or_lower_confidence_on_same_gt,NMS4,3,3,318.0,462.0,171.0,120.0
nms,NMS,0798_1176968591_01_WRI-L2_M010.PNG,IGNORE,0.23013875904729858,0.32929826669170004,0,overlap_ge_ignore_iou_with_found_gt,NMS5,8,8,291.0,423.0,91.0,90.0
nms,NMS,0798_1176968591_01_WRI-L2_M010.PNG,IGNORE,0.10570298842554317,0.3775638038855241,0,overlap_ge_ignore_iou_with_found_gt,NMS6,2,2,358.0,377.0,157.0,110.0
nms,NMS,0798_1176968591_01_WRI-L2_M010.PNG,FP,0.10396281123936918,0.15913833037774525,0,no_gt_match_or_lower_confidence_on_same_gt,NMS7,10,10,417.0,426.0,91.0,90.0
nms,NMS,0798_1176968591_01_WRI-L2_M010.PNG,FP,0.10239390064384239,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,5,5,268.0,817.0,87.0,90.0
nms,NMS,0798_1176968591_01_WRI-L2_M010.PNG,FP,0.06057246999075329,0.09000596917442127,0,no_gt_match_or_lower_confidence_on_same_gt,NMS9,13,13,325.0,485.0,91.0,90.0
nms,NMS,0798_1176968591_01_WRI-L2_M010.PNG,FP,0.04759924031569987,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS10,14,14,105.0,686.0,38.0,90.0
nms,NMS,0798_1176968591_01_WRI-L2_M010.PNG,FP,0.03997892267464044,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS11,6,6,502.0,318.0,20.0,90.0
nms,NMS,0798_1176968591_01_WRI-L2_M010.PNG,FP,0.019620457244752185,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS12,4,4,247.0,907.0,96.0,90.0
nms,NMS,0798_1176968591_01_WRI-L2_M010.PNG,FP,0.007088288762797157,0.09328954417710025,0,no_gt_match_or_lower_confidence_on_same_gt,NMS13,7,7,301.0,323.0,91.0,90.0
nms,NMS,0798_1176968591_01_WRI-L2_M010.PNG,FP,0.004971892174365284,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS14,9,9,118.0,453.0,54.0,90.0
nms,NMS,0798_1177663651_03_WRI-R2_M010.png,TP,0.8478357540575677,0.5116840631090265,0,matched_gt_highest_confidence,NMS1,10,10,143.0,552.0,91.0,90.0
nms,NMS,0798_1177663651_03_WRI-R2_M010.png,FP,0.7437256038252676,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,7,7,153.0,414.0,91.0,90.0
nms,NMS,0798_1177663651_03_WRI-R2_M010.png,FP,0.5755917316752198,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,1,1,118.0,368.0,118.0,90.0
nms,NMS,0798_1177663651_03_WRI-R2_M010.png,FP,0.3641213420748885,0.13237546916757578,0,no_gt_match_or_lower_confidence_on_same_gt,NMS4,3,3,156.0,628.0,113.0,90.0
nms,NMS,0798_1177663651_03_WRI-R2_M010.png,FP,0.25283440288845294,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,5,5,174.0,728.0,99.0,90.0
nms,NMS,0798_1177663651_03_WRI-R2_M010.png,IGNORE,0.16141336076031362,0.3290308285423753,0,overlap_ge_ignore_iou_with_found_gt,NMS6,2,2,154.0,498.0,115.0,90.0
nms,NMS,0798_1177663651_03_WRI-R2_M010.png,FP,0.06838733079218727,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,6,6,145.0,824.0,7.0,90.0
nms,NMS,0798_1177663651_03_WRI-R2_M010.png,FP,0.012694366689440241,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,4,4,196.0,868.0,82.0,90.0
nms,NMS,0798_1177663651_03_WRI-R2_M010.png,FP,0.01232713514069828,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS9,9,9,155.0,292.0,92.0,90.0
nms,NMS,0798_1177663651_03_WRI-R2_M010.png,FP,0.0017177794076737969,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS10,8,8,118.0,296.0,91.0,90.0
nms,NMS,0809_0409215096_03_WRI-L2_F007.png,TP,0.9404603137783041,0.6537024704996922,0,matched_gt_highest_confidence,NMS1,7,7,142.0,385.0,64.0,90.0
nms,NMS,0809_0409215096_03_WRI-L2_F007.png,FP,0.1990017951342552,0.03858011261550602,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,2,"2,3",145.0,315.0,93.0,90.0
nms,NMS,0809_0409215096_03_WRI-L2_F007.png,FP,0.15934991660945794,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,4,4,144.0,186.0,91.0,90.0
nms,NMS,0809_0409215096_03_WRI-L2_F007.png,FP,0.005833213782806843,0.14272542626334414,0,no_gt_match_or_lower_confidence_on_same_gt,NMS4,1,1,153.0,445.0,55.0,90.0
nms,NMS,0809_0409215096_03_WRI-L2_F007.png,FP,0.0038679158933766244,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,6,6,213.0,160.0,91.0,90.0
nms,NMS,0809_0409215096_03_WRI-L2_F007.png,FP,0.0005908496709190988,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,5,5,164.0,275.0,91.0,90.0
nms,NMS,0812_0349793895_03_WRI-L2_M013.PNG,FP,0.8929656181485682,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS1,11,11,107.0,744.0,181.0,126.0
nms,NMS,0812_0349793895_03_WRI-L2_M013.PNG,TP,0.7810390441254084,0.6218943589167978,0,matched_gt_highest_confidence,NMS2,5,5,197.0,544.0,181.0,126.0
nms,NMS,0812_0349793895_03_WRI-L2_M013.PNG,FP,0.3846388502918686,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,9,9,73.0,642.0,125.0,90.0
nms,NMS,0812_0349793895_03_WRI-L2_M013.PNG,FP,0.2714027886845421,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,10,10,166.0,292.0,102.0,90.0
nms,NMS,0812_0349793895_03_WRI-L2_M013.PNG,FP,0.09704865537601436,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,4,4,177.0,314.0,181.0,126.0
nms,NMS,0812_0349793895_03_WRI-L2_M013.PNG,FP,0.09251254008688015,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,7,7,267.0,314.0,181.0,126.0
nms,NMS,0812_0349793895_03_WRI-L2_M013.PNG,FP,0.07895743275364817,0.23926635794274353,0,no_gt_match_or_lower_confidence_on_same_gt,NMS7,16,16,328.0,533.0,91.0,90.0
nms,NMS,0812_0349793895_03_WRI-L2_M013.PNG,FP,0.050056969611794164,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,15,15,418.0,302.0,91.0,90.0
nms,NMS,0812_0349793895_03_WRI-L2_M013.PNG,FP,0.03905731991510215,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS9,6,6,187.0,659.0,166.0,116.0
nms,NMS,0812_0349793895_03_WRI-L2_M013.PNG,FP,0.023673594250351003,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS10,13,13,365.0,390.0,91.0,90.0
nms,NMS,0812_0349793895_03_WRI-L2_M013.PNG,FP,0.011300890573827273,0.15768891138101224,0,no_gt_match_or_lower_confidence_on_same_gt,NMS11,3,3,217.0,454.0,181.0,126.0
nms,NMS,0812_0349793895_03_WRI-L2_M013.PNG,FP,0.009830498140732783,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS12,1,1,134.0,397.0,144.0,100.0
nms,NMS,0812_0349793895_03_WRI-L2_M013.PNG,FP,0.005791323372373445,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS13,8,8,63.0,740.0,135.0,94.0
nms,NMS,0812_0349793895_03_WRI-L2_M013.PNG,FP,0.005281184160360619,0.008823731126922698,0,no_gt_match_or_lower_confidence_on_same_gt,NMS14,12,12,381.0,627.0,56.0,90.0
nms,NMS,0812_0349793895_03_WRI-L2_M013.PNG,FP,0.0025413772502953934,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS15,14,14,122.0,442.0,91.0,90.0
nms,NMS,0812_0349793895_03_WRI-L2_M013.PNG,FP,0.0022828002255421685,0.1185220121112938,0,no_gt_match_or_lower_confidence_on_same_gt,NMS16,2,2,107.0,484.0,181.0,126.0
nms,NMS,0817_0782054506_01_WRI-R2_F006.png,TP,0.9886312333346241,0.673526233349971,0,matched_gt_highest_confidence,NMS1,8,8,184.0,483.0,91.0,90.0
nms,NMS,0817_0782054506_01_WRI-R2_F006.png,FP,0.61658573173507,0.16850901005133337,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,1,181.0,435.0,106.0,90.0
nms,NMS,0817_0782054506_01_WRI-R2_F006.png,FP,0.041330419523462544,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,7,7,197.0,394.0,91.0,90.0
nms,NMS,0817_0782054506_01_WRI-R2_F006.png,FP,0.02369762898956696,0.2811236822724472,0,no_gt_match_or_lower_confidence_on_same_gt,NMS4,2,2,194.0,535.0,99.0,90.0
nms,NMS,0817_0782054506_01_WRI-R2_F006.png,FP,0.0068483823438479545,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,3,3,227.0,665.0,84.0,90.0
nms,NMS,0817_0782054506_01_WRI-R2_F006.png,FP,0.005357946557686781,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,5,5,252.0,805.0,83.0,90.0
nms,NMS,0817_0782054506_01_WRI-R2_F006.png,FP,0.0032065912329321444,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,6,6,188.0,370.0,81.0,90.0
nms,NMS,0817_0782054506_01_WRI-R2_F006.png,FP,0.00035262220684623374,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,4,4,280.0,1055.0,92.0,90.0
nms,NMS,0818_0571314957_03_WRI-L1_M013.png,TP,0.5441788688901108,0.7834791435164025,0,matched_gt_highest_confidence,NMS1,4,4,280.0,520.0,171.0,120.0
nms,NMS,0818_0571314957_03_WRI-L1_M013.png,FP,0.303372055314465,0.29795327949151507,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,15,15,346.0,569.0,91.0,90.0
nms,NMS,0818_0571314957_03_WRI-L1_M013.png,FP,0.160278379578498,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,7,7,17.0,696.0,154.0,108.0
nms,NMS,0818_0571314957_03_WRI-L1_M013.png,FP,0.13154771183246963,0.008320024597468317,0,no_gt_match_or_lower_confidence_on_same_gt,NMS4,6,6,280.0,639.0,145.0,102.0
nms,NMS,0818_0571314957_03_WRI-L1_M013.png,FP,0.0717652412708411,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,12,12,507.0,307.0,8.0,90.0
nms,NMS,0818_0571314957_03_WRI-L1_M013.png,FP,0.06078789594896342,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,3,3,24.0,572.0,167.0,116.0
nms,NMS,0818_0571314957_03_WRI-L1_M013.png,FP,0.05484563582345434,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,10,"10,14",290.0,325.0,102.0,90.0
nms,NMS,0818_0571314957_03_WRI-L1_M013.png,FP,0.047329289306846205,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,1,1,30.0,797.0,181.0,126.0
nms,NMS,0818_0571314957_03_WRI-L1_M013.png,FP,0.04404554755327209,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS9,13,13,347.0,792.0,91.0,90.0
nms,NMS,0818_0571314957_03_WRI-L1_M013.png,FP,0.033773841112878684,0.16197354509613826,0,no_gt_match_or_lower_confidence_on_same_gt,NMS10,5,5,160.0,547.0,181.0,126.0
nms,NMS,0818_0571314957_03_WRI-L1_M013.png,FP,0.031213552272168807,0.020314039922237168,0,no_gt_match_or_lower_confidence_on_same_gt,NMS11,11,11,401.0,463.0,25.0,90.0
nms,NMS,0818_0571314957_03_WRI-L1_M013.png,FP,0.01496058505986423,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS12,9,9,250.0,799.0,174.0,122.0
nms,NMS,0818_0571314957_03_WRI-L1_M013.png,FP,0.004031850691564036,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS13,2,2,80.0,707.0,181.0,126.0
nms,NMS,0818_0571314957_03_WRI-L1_M013.png,FP,0.002339081360230702,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS14,8,8,120.0,817.0,181.0,126.0
nms,NMS,0827_0782390551_01_WRI-L1_M016.PNG,TP,0.9630185520933996,0.5380778877001566,0,matched_gt_highest_confidence,NMS1,1,1,269.0,292.0,165.0,116.0
nms,NMS,0827_0782390551_01_WRI-L1_M016.PNG,FP,0.5956125427677045,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,5,5,328.0,545.0,109.0,90.0
nms,NMS,0827_0782390551_01_WRI-L1_M016.PNG,FP,0.21839776679034226,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,3,3,141.0,465.0,67.0,90.0
nms,NMS,0827_0782390551_01_WRI-L1_M016.PNG,FP,0.08339208726604226,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,4,4,263.0,605.0,37.0,90.0
nms,NMS,0827_0782390551_01_WRI-L1_M016.PNG,FP,0.08146595646958173,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,2,"2,10",134.0,315.0,102.0,90.0
nms,NMS,0827_0782390551_01_WRI-L1_M016.PNG,FP,0.05720555612373317,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,6,6,266.0,578.0,17.0,90.0
nms,NMS,0827_0782390551_01_WRI-L1_M016.PNG,FP,0.04311657159593355,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,9,9,242.0,696.0,61.0,90.0
nms,NMS,0827_0782390551_01_WRI-L1_M016.PNG,FP,0.041473618231130084,0.1584439072891227,0,no_gt_match_or_lower_confidence_on_same_gt,NMS8,7,7,361.0,279.0,91.0,90.0
nms,NMS,0827_0782390551_01_WRI-L1_M016.PNG,FP,0.0017704855259521959,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS9,8,8,152.0,272.0,91.0,90.0
nms,NMS,0844_1081550705_01_WRI-R2_F011.PNG,FP,0.6978386400993989,0.287990873692329,0,no_gt_match_or_lower_confidence_on_same_gt,NMS1,6,6,223.0,399.0,91.0,90.0
nms,NMS,0844_1081550705_01_WRI-R2_F011.PNG,TP,0.4682401088928594,0.7105284358710284,0,matched_gt_highest_confidence,NMS2,1,1,205.0,435.0,128.0,90.0
nms,NMS,0844_1081550705_01_WRI-R2_F011.PNG,FP,0.4452810355063654,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,7,7,206.0,220.0,91.0,90.0
nms,NMS,0844_1081550705_01_WRI-R2_F011.PNG,FP,0.06376300177557086,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,5,5,184.0,268.0,7.0,90.0
nms,NMS,0844_1081550705_01_WRI-R2_F011.PNG,FP,0.06213357869799513,0.11626708045913714,0,no_gt_match_or_lower_confidence_on_same_gt,NMS5,3,3,198.0,515.0,110.0,90.0
nms,NMS,0844_1081550705_01_WRI-R2_F011.PNG,FP,0.017160504905311107,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,4,4,207.0,635.0,125.0,90.0
nms,NMS,0844_1081550705_01_WRI-R2_F011.PNG,FP,0.015378472237913008,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,2,2,210.0,315.0,107.0,90.0
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,TP,0.6455377311748951,0.50146600169525,0,matched_gt_highest_confidence,NMS1,3,3,224.0,376.0,127.0,90.0
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,FP,0.613026393928192,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,10,10,219.0,506.0,91.0,90.0
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,TP,0.4832669955877288,0.5342662681666985,1,matched_gt_highest_confidence,NMS3,5,5,407.0,356.0,75.0,90.0
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,FP,0.4240090076075881,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,8,8,205.0,606.0,89.0,90.0
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,FP,0.33284083007930193,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,16,16,525.0,505.0,52.0,90.0
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,FP,0.3164870918472296,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,15,"15,6",510.0,589.0,61.0,90.0
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,FP,0.19041576062150592,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,2,2,349.0,596.0,122.0,90.0
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,FP,0.15329207104299516,0.08440872310661533,0,no_gt_match_or_lower_confidence_on_same_gt,NMS8,12,12,213.0,325.0,19.0,90.0
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,FP,0.07059052129637157,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS9,7,7,413.0,506.0,62.0,90.0
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,FP,0.06950483192601883,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS10,14,14,319.0,633.0,9.0,90.0
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,FP,0.0621215285268591,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS11,11,11,379.0,510.0,14.0,90.0
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,FP,0.05837666533927977,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS12,9,9,257.0,266.0,108.0,90.0
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,FP,0.029860947782927638,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS13,20,20,518.0,215.0,44.0,90.0
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,FP,0.02751082938164666,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS14,19,19,262.0,229.0,34.0,90.0
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,FP,0.01795629055194336,0.024450454635551507,1,no_gt_match_or_lower_confidence_on_same_gt,NMS15,13,13,398.0,292.0,74.0,90.0
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,FP,0.007117209676936304,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS16,18,18,95.0,557.0,20.0,90.0
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,FP,0.005511898362547726,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS17,1,1,537.0,466.0,44.0,90.0
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,FP,0.004802930277661041,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS18,4,4,540.0,346.0,28.0,90.0
nms,NMS,0862_0731070423_02_WRI-R1_F007.PNG,FP,0.0022445456391096156,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS19,17,17,538.0,390.0,31.0,90.0
nms,NMS,0869_0615436364_02_WRI-R2_M016.PNG,FP,0.8808533367211868,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS1,7,7,366.0,645.0,126.0,90.0
nms,NMS,0869_0615436364_02_WRI-R2_M016.PNG,TP,0.8297986666740506,0.8393310954319958,0,matched_gt_highest_confidence,NMS2,2,2,246.0,414.0,161.0,112.0
nms,NMS,0869_0615436364_02_WRI-R2_M016.PNG,FP,0.4433679516069179,0.11128901113070383,0,no_gt_match_or_lower_confidence_on_same_gt,NMS3,4,4,346.0,374.0,131.0,92.0
nms,NMS,0869_0615436364_02_WRI-R2_M016.PNG,FP,0.18189293843214063,0.10022275009917107,0,no_gt_match_or_lower_confidence_on_same_gt,NMS4,1,1,257.0,327.0,150.0,106.0
nms,NMS,0869_0615436364_02_WRI-R2_M016.PNG,FP,0.07048964770255227,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,3,3,306.0,273.0,162.0,114.0
nms,NMS,0869_0615436364_02_WRI-R2_M016.PNG,FP,0.06524800014165615,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,11,11,207.0,676.0,5.0,90.0
nms,NMS,0869_0615436364_02_WRI-R2_M016.PNG,FP,0.061369278418929724,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,8,8,258.0,551.0,139.0,98.0
nms,NMS,0869_0615436364_02_WRI-R2_M016.PNG,FP,0.019509953190101546,0.10261710874606433,0,no_gt_match_or_lower_confidence_on_same_gt,NMS8,5,5,326.0,474.0,160.0,112.0
nms,NMS,0869_0615436364_02_WRI-R2_M016.PNG,FP,0.014713270000934243,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS9,6,6,181.0,252.0,136.0,96.0
nms,NMS,0869_0615436364_02_WRI-R2_M016.PNG,FP,0.011808396911724613,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS10,9,9,250.0,652.0,167.0,116.0
nms,NMS,0869_0615436364_02_WRI-R2_M016.PNG,FP,0.0044254474071954274,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS11,10,10,241.0,282.0,91.0,90.0
nms,NMS,0892_1273117426_01_WRI-R2_F010.png,TP,0.6632727494464112,0.5467430412230234,0,matched_gt_highest_confidence,NMS1,1,"1,9",313.0,411.0,132.0,92.0
nms,NMS,0892_1273117426_01_WRI-R2_F010.png,FP,0.26035310858675376,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,10,10,339.0,188.0,91.0,90.0
nms,NMS,0892_1273117426_01_WRI-R2_F010.png,FP,0.1472703037435982,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,8,8,168.0,223.0,91.0,90.0
nms,NMS,0892_1273117426_01_WRI-R2_F010.png,FP,0.06320674134798615,0.01603441353807502,0,no_gt_match_or_lower_confidence_on_same_gt,NMS4,4,4,307.0,498.0,11.0,90.0
nms,NMS,0892_1273117426_01_WRI-R2_F010.png,FP,0.06083708723113319,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,3,"3,7",366.0,582.0,85.0,90.0
nms,NMS,0892_1273117426_01_WRI-R2_F010.png,FP,0.04353181409083406,0.024212929387571153,0,no_gt_match_or_lower_confidence_on_same_gt,NMS6,6,6,281.0,369.0,12.0,90.0
nms,NMS,0892_1273117426_01_WRI-R2_F010.png,FP,0.04104776544327135,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,5,5,356.0,309.0,91.0,90.0
nms,NMS,0892_1273117426_01_WRI-R2_F010.png,FP,0.0005358464553106728,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,2,2,303.0,317.0,142.0,100.0
nms,NMS,0915_0434122280_01_WRI-L1_M008.PNG,FP,0.9385111946141034,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS1,1,1,238.0,340.0,135.0,94.0
nms,NMS,0915_0434122280_01_WRI-L1_M008.PNG,TP,0.9203248109250162,0.6544120122897249,0,matched_gt_highest_confidence,NMS2,5,5,262.0,445.0,90.0,90.0
nms,NMS,0915_0434122280_01_WRI-L1_M008.PNG,FP,0.059606425059002516,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,4,4,239.0,503.0,11.0,90.0
nms,NMS,0915_0434122280_01_WRI-L1_M008.PNG,FP,0.021511720433478255,0.07190702762480557,0,no_gt_match_or_lower_confidence_on_same_gt,NMS4,2,2,266.0,522.0,73.0,90.0
nms,NMS,0915_0434122280_01_WRI-L1_M008.PNG,FP,0.0073857214109778755,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,3,3,142.0,329.0,85.0,90.0
nms,NMS,0918_0390357076_01_WRI-L2_F012.png,TP,0.9809670034308291,0.6948546744223314,0,matched_gt_highest_confidence,NMS1,1,1,199.0,425.0,128.0,90.0
nms,NMS,0918_0390357076_01_WRI-L2_F012.png,FP,0.15663097861797284,0.14149061371909646,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,4,"4,2",194.0,497.0,91.0,90.0
nms,NMS,0918_0390357076_01_WRI-L2_F012.png,FP,0.0077352739113769105,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,3,3,233.0,306.0,83.0,90.0
nms,NMS,0918_0390357076_01_WRI-L2_F012.png,FP,0.0074361673150864106,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,5,5,242.0,347.0,91.0,90.0
nms,NMS,0936_0638208714_03_WRI-R2_M008.PNG,TP,0.9592813310828356,0.6401941683999631,0,matched_gt_highest_confidence,NMS1,4,4,173.0,455.0,106.0,90.0
nms,NMS,0936_0638208714_03_WRI-R2_M008.PNG,FP,0.939626385908165,0.1662763784746049,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,1,175.0,365.0,113.0,90.0
nms,NMS,0936_0638208714_03_WRI-R2_M008.PNG,FP,0.15915921706377925,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,6,"6,5",168.0,297.0,91.0,90.0
nms,NMS,0936_0638208714_03_WRI-R2_M008.PNG,FP,0.05642623068550339,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,3,3,193.0,595.0,94.0,90.0
nms,NMS,0936_0638208714_03_WRI-R2_M008.PNG,FP,0.027021314253852343,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,2,2,206.0,695.0,89.0,90.0
nms,NMS,0943_0495535496_01_WRI-L1_F009.PNG,TP,0.8048956819941808,0.6959211130984408,0,matched_gt_highest_confidence,NMS1,1,1,285.0,357.0,109.0,90.0
nms,NMS,0943_0495535496_01_WRI-L1_F009.PNG,FP,0.30682676388632796,0.26395183598260064,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,4,4,286.0,305.0,91.0,90.0
nms,NMS,0943_0495535496_01_WRI-L1_F009.PNG,FP,0.05784208964097501,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,3,3,294.0,798.0,12.0,90.0
nms,NMS,0943_0495535496_01_WRI-L1_F009.PNG,FP,0.045594659501508095,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,6,6,344.0,896.0,91.0,90.0
nms,NMS,0943_0495535496_01_WRI-L1_F009.PNG,FP,0.03137728557232737,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,2,"2,5",162.0,327.0,80.0,90.0
nms,NMS,0953_1065712598_01_WRI-L2_F005.PNG,TP,0.9097573363216285,0.5513723640908383,0,matched_gt_highest_confidence,NMS1,2,2,119.0,273.0,68.0,90.0
nms,NMS,0953_1065712598_01_WRI-L2_F005.PNG,FP,0.01811859762458635,0.04946977159671323,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,1,124.0,347.0,55.0,90.0
nms,NMS,0979_0438007900_01_WRI-L2_M013.PNG,TP,0.7947823911598045,0.6291011749914142,0,matched_gt_highest_confidence,NMS1,1,1,169.0,414.0,161.0,112.0
nms,NMS,0979_0438007900_01_WRI-L2_M013.PNG,IGNORE,0.5867067516261185,0.3985850223938507,0,overlap_ge_ignore_iou_with_found_gt,NMS2,8,8,168.0,421.0,91.0,90.0
nms,NMS,0979_0438007900_01_WRI-L2_M013.PNG,FP,0.5682139702506047,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,2,2,172.0,535.0,113.0,90.0
